year,region,type,dimensions_ft,thickness_in,thickness_mm,php_per_panel
2005,I (Ilocos Region),ordinary plywood,4'x8',0.125,3.175,201.54
2005,I (Ilocos Region),ordinary plywood,4'x8',0.1875,4.7625,261.64
2005,I (Ilocos Region),ordinary plywood,4'x8',0.25,6.35,275.85
2005,I (Ilocos Region),ordinary plywood,4'x8',0.5,12.7,551.48
2005,I (Ilocos Region),ordinary plywood,4'x8',0.75,19.05,863.66
2005,I (Ilocos Region),marine plywood,4'x8',0.25,6.35,327.25
2005,I (Ilocos Region),marine plywood,4'x8',0.5,12.7,650.46
2005,I (Ilocos Region),marine plywood,4'x8',0.75,19.05,943.09
2005,I (Ilocos Region),plyboard,4'x8',0.75,19.05,711.74
2005,II (Cagayan Valley),ordinary plywood,4'x8',0.125,3.175,191.47
2005,II (Cagayan Valley),ordinary plywood,4'x8',0.1875,4.7625,273.59
2005,II (Cagayan Valley),ordinary plywood,4'x8',0.25,6.35,282.29
2005,II (Cagayan Valley),ordinary plywood,4'x8',0.5,12.7,486.24
2005,II (Cagayan Valley),ordinary plywood,4'x8',0.75,19.05,804.94
2005,II (Cagayan Valley),marine plywood,4'x8',0.25,6.35,338.64
2005,II (Cagayan Valley),marine plywood,4'x8',0.5,12.7,596.39
2005,II (Cagayan Valley),marine plywood,4'x8',0.75,19.05,925.43
2005,II (Cagayan Valley),plyboard,4'x8',0.75,19.05,748.77
2005,III (Central Luzon),ordinary plywood,4'x8',0.125,3.175,189.87
2005,III (Central Luzon),ordinary plywood,4'x8',0.1875,4.7625,267.27
2005,III (Central Luzon),ordinary plywood,4'x8',0.25,6.35,280.67
2005,III (Central Luzon),ordinary plywood,4'x8',0.5,12.7,453.74
2005,III (Central Luzon),ordinary plywood,4'x8',0.75,19.05,724.88
2005,III (Central Luzon),marine plywood,4'x8',0.25,6.35,315.43
2005,III (Central Luzon),marine plywood,4'x8',0.5,12.7,597.06
2005,III (Central Luzon),marine plywood,4'x8',0.75,19.05,882.37
2005,III (Central Luzon),plyboard,4'x8',0.75,19.05,676.55
2005,IV-A (CALABARZON),ordinary plywood,4'x8',0.125,3.175,233.45
2005,IV-A (CALABARZON),ordinary plywood,4'x8',0.1875,4.7625,271.08
2005,IV-A (CALABARZON),ordinary plywood,4'x8',0.25,6.35,293.83
2005,IV-A (CALABARZON),ordinary plywood,4'x8',0.5,12.7,569.97
2005,IV-A (CALABARZON),ordinary plywood,4'x8',0.75,19.05,850.75
2005,IV-A (CALABARZON),marine plywood,4'x8',0.25,6.35,330.5
2005,IV-A (CALABARZON),marine plywood,4'x8',0.5,12.7,599.49
2005,IV-A (CALABARZON),marine plywood,4'x8',0.75,19.05,1049.63
2005,IV-A (CALABARZON),plyboard,4'x8',0.75,19.05,731.82
2005,IV-B (MIMAROPA),ordinary plywood,4'x8',0.125,3.175,222.89
2005,IV-B (MIMAROPA),ordinary plywood,4'x8',0.1875,4.7625,264.31
2005,IV-B (MIMAROPA),ordinary plywood,4'x8',0.25,6.35,290.89
2005,IV-B (MIMAROPA),ordinary plywood,4'x8',0.5,12.7,572.97
2005,IV-B (MIMAROPA),ordinary plywood,4'x8',0.75,19.05,892.4
2005,IV-B (MIMAROPA),marine plywood,4'x8',0.25,6.35,358.55
2005,IV-B (MIMAROPA),marine plywood,4'x8',0.5,12.7,673.33
2005,IV-B (MIMAROPA),marine plywood,4'x8',0.75,19.05,1122.22
2005,IV-B (MIMAROPA),plyboard,4'x8',0.75,19.05,735.56
2005,V (Bicol Region),ordinary plywood,4'x8',0.125,3.175,217.61
2005,V (Bicol Region),ordinary plywood,4'x8',0.1875,4.7625,272.6
2005,V (Bicol Region),ordinary plywood,4'x8',0.25,6.35,291.86
2005,V (Bicol Region),ordinary plywood,4'x8',0.5,12.7,565.2
2005,V (Bicol Region),ordinary plywood,4'x8',0.75,19.05,839.59
2005,V (Bicol Region),marine plywood,4'x8',0.25,6.35,331.04
2005,V (Bicol Region),marine plywood,4'x8',0.5,12.7,660.84
2005,V (Bicol Region),marine plywood,4'x8',0.75,19.05,1017.82
2005,V (Bicol Region),plyboard,4'x8',0.75,19.05,770.43
2005,VI (Western Visayas),ordinary plywood,4'x8',0.125,3.175,229.49
2005,VI (Western Visayas),ordinary plywood,4'x8',0.1875,4.7625,261.02
2005,VI (Western Visayas),ordinary plywood,4'x8',0.25,6.35,267.94
2005,VI (Western Visayas),ordinary plywood,4'x8',0.5,12.7,489.23
2005,VI (Western Visayas),ordinary plywood,4'x8',0.75,19.05,757.4
2005,VI (Western Visayas),marine plywood,4'x8',0.25,6.35,329.03
2005,VI (Western Visayas),marine plywood,4'x8',0.5,12.7,603.67
2005,VI (Western Visayas),marine plywood,4'x8',0.75,19.05,948.92
2005,VI (Western Visayas),plyboard,4'x8',0.75,19.05,650.32
2005,VII (Central Visayas),ordinary plywood,4'x8',0.125,3.175,173.13
2005,VII (Central Visayas),ordinary plywood,4'x8',0.1875,4.7625,222.78
2005,VII (Central Visayas),ordinary plywood,4'x8',0.25,6.35,239.63
2005,VII (Central Visayas),ordinary plywood,4'x8',0.5,12.7,502.58
2005,VII (Central Visayas),ordinary plywood,4'x8',0.75,19.05,715.32
2005,VII (Central Visayas),marine plywood,4'x8',0.25,6.35,264.07
2005,VII (Central Visayas),marine plywood,4'x8',0.5,12.7,556.06
2005,VII (Central Visayas),marine plywood,4'x8',0.75,19.05,916.04
2005,VII (Central Visayas),plyboard,4'x8',0.75,19.05,582.17
2005,VIII (Eastern Visayas),ordinary plywood,4'x8',0.125,3.175,184
2005,VIII (Eastern Visayas),ordinary plywood,4'x8',0.1875,4.7625,248
2005,VIII (Eastern Visayas),ordinary plywood,4'x8',0.25,6.35,271
2005,VIII (Eastern Visayas),ordinary plywood,4'x8',0.5,12.7,510.5
2005,VIII (Eastern Visayas),ordinary plywood,4'x8',0.75,19.05,814.5
2005,VIII (Eastern Visayas),marine plywood,4'x8',0.25,6.35,302.25
2005,VIII (Eastern Visayas),marine plywood,4'x8',0.5,12.7,616.25
2005,VIII (Eastern Visayas),marine plywood,4'x8',0.75,19.05,1004
2005,VIII (Eastern Visayas),plyboard,4'x8',0.75,19.05,686
2005,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.125,3.175,215
2005,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.1875,4.7625,272.5
2005,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.25,6.35,300
2005,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.5,12.7,665
2005,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.75,19.05,-
2005,IX (Zamboanga Peninsula),marine plywood,4'x8',0.25,6.35,291.66
2005,IX (Zamboanga Peninsula),marine plywood,4'x8',0.5,12.7,858.67
2005,IX (Zamboanga Peninsula),marine plywood,4'x8',0.75,19.05,-
2005,IX (Zamboanga Peninsula),plyboard,4'x8',0.75,19.05,572
2005,X (Northern Mindanao),ordinary plywood,4'x8',0.125,3.175,163.05
2005,X (Northern Mindanao),ordinary plywood,4'x8',0.1875,4.7625,233.75
2005,X (Northern Mindanao),ordinary plywood,4'x8',0.25,6.35,299.17
2005,X (Northern Mindanao),ordinary plywood,4'x8',0.5,12.7,496.42
2005,X (Northern Mindanao),ordinary plywood,4'x8',0.75,19.05,788.33
2005,X (Northern Mindanao),marine plywood,4'x8',0.25,6.35,340.08
2005,X (Northern Mindanao),marine plywood,4'x8',0.5,12.7,591.25
2005,X (Northern Mindanao),marine plywood,4'x8',0.75,19.05,873.47
2005,X (Northern Mindanao),plyboard,4'x8',0.75,19.05,609.17
2005,XI (Davao Region),ordinary plywood,4'x8',0.125,3.175,210.04
2005,XI (Davao Region),ordinary plywood,4'x8',0.1875,4.7625,248.18
2005,XI (Davao Region),ordinary plywood,4'x8',0.25,6.35,262.5
2005,XI (Davao Region),ordinary plywood,4'x8',0.5,12.7,397.09
2005,XI (Davao Region),ordinary plywood,4'x8',0.75,19.05,-
2005,XI (Davao Region),marine plywood,4'x8',0.25,6.35,290
2005,XI (Davao Region),marine plywood,4'x8',0.5,12.7,609.39
2005,XI (Davao Region),marine plywood,4'x8',0.75,19.05,916.49
2005,XI (Davao Region),plyboard,4'x8',0.75,19.05,639.18
2005,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.125,3.175,239.59
2005,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.1875,4.7625,-
2005,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.25,6.35,-
2005,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.5,12.7,-
2005,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.75,19.05,-
2005,XII (SOCCSKSARGEN),marine plywood,4'x8',0.25,6.35,278.5
2005,XII (SOCCSKSARGEN),marine plywood,4'x8',0.5,12.7,593.75
2005,XII (SOCCSKSARGEN),marine plywood,4'x8',0.75,19.05,910
2005,XII (SOCCSKSARGEN),plyboard,4'x8',0.75,19.05,611
2005,XIII (Caraga),ordinary plywood,4'x8',0.125,3.175,191.14
2005,XIII (Caraga),ordinary plywood,4'x8',0.1875,4.7625,-
2005,XIII (Caraga),ordinary plywood,4'x8',0.25,6.35,243.34
2005,XIII (Caraga),ordinary plywood,4'x8',0.5,12.7,473.34
2005,XIII (Caraga),ordinary plywood,4'x8',0.75,19.05,765.5
2005,XIII (Caraga),marine plywood,4'x8',0.25,6.35,302.5
2005,XIII (Caraga),marine plywood,4'x8',0.5,12.7,592.5
2005,XIII (Caraga),marine plywood,4'x8',0.75,19.05,1063.34
2005,XIII (Caraga),plyboard,4'x8',0.75,19.05,590
2004,National,ordinary plywood,4'x8',0.125,3.175,191.53
2004,National,ordinary plywood,4'x8',0.1875,4.7625,240.85
2004,National,ordinary plywood,4'x8',0.25,6.35,264.81
2004,National,ordinary plywood,4'x8',0.5,12.7,491.81
2004,National,ordinary plywood,4'x8',0.75,19.05,778.12
2004,National,marine plywood,4'x8',0.125,3.175,187.75
2004,National,marine plywood,4'x8',0.1875,4.7625,262.58
2004,National,marine plywood,4'x8',0.25,6.35,298.09
2004,National,marine plywood,4'x8',0.5,12.7,584.17
2004,National,marine plywood,4'x8',0.75,19.05,941.12
2004,National,plyboard,4'x8',0.75,19.05,674.84
2004,NCR,ordinary plywood,4'x8',0.125,3.175,189.8
2004,NCR,ordinary plywood,4'x8',0.1875,4.7625,256.89
2004,NCR,ordinary plywood,4'x8',0.25,6.35,265
2004,NCR,ordinary plywood,4'x8',0.5,12.7,465.25
2004,NCR,ordinary plywood,4'x8',0.75,19.05,-
2004,NCR,marine plywood,4'x8',0.125,3.175,161
2004,NCR,marine plywood,4'x8',0.1875,4.7625,301.21
2004,NCR,marine plywood,4'x8',0.25,6.35,-
2004,NCR,marine plywood,4'x8',0.5,12.7,555.55
2004,NCR,marine plywood,4'x8',0.75,19.05,956.44
2004,NCR,plyboard,4'x8',0.75,19.05,676
2004,CAR,ordinary plywood,4'x8',0.125,3.175,189.35
2004,CAR,ordinary plywood,4'x8',0.1875,4.7625,233.97
2004,CAR,ordinary plywood,4'x8',0.25,6.35,267.31
2004,CAR,ordinary plywood,4'x8',0.5,12.7,506.17
2004,CAR,ordinary plywood,4'x8',0.75,19.05,727.01
2004,CAR,marine plywood,4'x8',0.125,3.175,-
2004,CAR,marine plywood,4'x8',0.1875,4.7625,-
2004,CAR,marine plywood,4'x8',0.25,6.35,294.04
2004,CAR,marine plywood,4'x8',0.5,12.7,541.11
2004,CAR,marine plywood,4'x8',0.75,19.05,898.82
2004,CAR,plyboard,4'x8',0.75,19.05,710.35
2004,I (Ilocos Region),ordinary plywood,4'x8',0.125,3.175,181
2004,I (Ilocos Region),ordinary plywood,4'x8',0.1875,4.7625,232.78
2004,I (Ilocos Region),ordinary plywood,4'x8',0.25,6.35,251.99
2004,I (Ilocos Region),ordinary plywood,4'x8',0.5,12.7,464.26
2004,I (Ilocos Region),ordinary plywood,4'x8',0.75,19.05,862.34
2004,I (Ilocos Region),marine plywood,4'x8',0.125,3.175,170
2004,I (Ilocos Region),marine plywood,4'x8',0.1875,4.7625,230
2004,I (Ilocos Region),marine plywood,4'x8',0.25,6.35,277.9
2004,I (Ilocos Region),marine plywood,4'x8',0.5,12.7,552.28
2004,I (Ilocos Region),marine plywood,4'x8',0.75,19.05,892.8
2004,I (Ilocos Region),plyboard,4'x8',0.75,19.05,765
2004,II (Cagayan Valley),ordinary plywood,4'x8',0.125,3.175,184.67
2004,II (Cagayan Valley),ordinary plywood,4'x8',0.1875,4.7625,229.28
2004,II (Cagayan Valley),ordinary plywood,4'x8',0.25,6.35,258.55
2004,II (Cagayan Valley),ordinary plywood,4'x8',0.5,12.7,480.96
2004,II (Cagayan Valley),ordinary plywood,4'x8',0.75,19.05,737.57
2004,II (Cagayan Valley),marine plywood,4'x8',0.125,3.175,-
2004,II (Cagayan Valley),marine plywood,4'x8',0.1875,4.7625,-
2004,II (Cagayan Valley),marine plywood,4'x8',0.25,6.35,293.33
2004,II (Cagayan Valley),marine plywood,4'x8',0.5,12.7,575
2004,II (Cagayan Valley),marine plywood,4'x8',0.75,19.05,914.94
2004,II (Cagayan Valley),plyboard,4'x8',0.75,19.05,950
2004,III (Central Luzon),ordinary plywood,4'x8',0.125,3.175,183.29
2004,III (Central Luzon),ordinary plywood,4'x8',0.1875,4.7625,236.84
2004,III (Central Luzon),ordinary plywood,4'x8',0.25,6.35,255.36
2004,III (Central Luzon),ordinary plywood,4'x8',0.5,12.7,442.69
2004,III (Central Luzon),ordinary plywood,4'x8',0.75,19.05,-
2004,III (Central Luzon),marine plywood,4'x8',0.125,3.175,-
2004,III (Central Luzon),marine plywood,4'x8',0.1875,4.7625,266.5
2004,III (Central Luzon),marine plywood,4'x8',0.25,6.35,271.84
2004,III (Central Luzon),marine plywood,4'x8',0.5,12.7,566.01
2004,III (Central Luzon),marine plywood,4'x8',0.75,19.05,901.18
2004,III (Central Luzon),plyboard,4'x8',0.75,19.05,606.87
2004,IV-A (CALABARZON),ordinary plywood,4'x8',0.125,3.175,181.25
2004,IV-A (CALABARZON),ordinary plywood,4'x8',0.1875,4.7625,250.88
2004,IV-A (CALABARZON),ordinary plywood,4'x8',0.25,6.35,257.37
2004,IV-A (CALABARZON),ordinary plywood,4'x8',0.5,12.7,486.33
2004,IV-A (CALABARZON),ordinary plywood,4'x8',0.75,19.05,771.21
2004,IV-A (CALABARZON),marine plywood,4'x8',0.125,3.175,-
2004,IV-A (CALABARZON),marine plywood,4'x8',0.1875,4.7625,275.48
2004,IV-A (CALABARZON),marine plywood,4'x8',0.25,6.35,281.68
2004,IV-A (CALABARZON),marine plywood,4'x8',0.5,12.7,564.94
2004,IV-A (CALABARZON),marine plywood,4'x8',0.75,19.05,891.15
2004,IV-A (CALABARZON),plyboard,4'x8',0.75,19.05,704.81
2004,IV-B (MIMAROPA),ordinary plywood,4'x8',0.125,3.175,211
2004,IV-B (MIMAROPA),ordinary plywood,4'x8',0.1875,4.7625,269
2004,IV-B (MIMAROPA),ordinary plywood,4'x8',0.25,6.35,281.86
2004,IV-B (MIMAROPA),ordinary plywood,4'x8',0.5,12.7,499.33
2004,IV-B (MIMAROPA),ordinary plywood,4'x8',0.75,19.05,781
2004,IV-B (MIMAROPA),marine plywood,4'x8',0.125,3.175,-
2004,IV-B (MIMAROPA),marine plywood,4'x8',0.1875,4.7625,-
2004,IV-B (MIMAROPA),marine plywood,4'x8',0.25,6.35,338.29
2004,IV-B (MIMAROPA),marine plywood,4'x8',0.5,12.7,680.63
2004,IV-B (MIMAROPA),marine plywood,4'x8',0.75,19.05,989.88
2004,IV-B (MIMAROPA),plyboard,4'x8',0.75,19.05,636.88
2004,V (Bicol Region),ordinary plywood,4'x8',0.125,3.175,-
2004,V (Bicol Region),ordinary plywood,4'x8',0.1875,4.7625,241
2004,V (Bicol Region),ordinary plywood,4'x8',0.25,6.35,318.67
2004,V (Bicol Region),ordinary plywood,4'x8',0.5,12.7,506.7
2004,V (Bicol Region),ordinary plywood,4'x8',0.75,19.05,841.25
2004,V (Bicol Region),marine plywood,4'x8',0.125,3.175,-
2004,V (Bicol Region),marine plywood,4'x8',0.1875,4.7625,-
2004,V (Bicol Region),marine plywood,4'x8',0.25,6.35,268.71
2004,V (Bicol Region),marine plywood,4'x8',0.5,12.7,577.59
2004,V (Bicol Region),marine plywood,4'x8',0.75,19.05,995.59
2004,V (Bicol Region),plyboard,4'x8',0.75,19.05,723.95
2004,VI (Western Visayas),ordinary plywood,4'x8',0.125,3.175,221.65
2004,VI (Western Visayas),ordinary plywood,4'x8',0.1875,4.7625,239.42
2004,VI (Western Visayas),ordinary plywood,4'x8',0.25,6.35,244.16
2004,VI (Western Visayas),ordinary plywood,4'x8',0.5,12.7,473.34
2004,VI (Western Visayas),ordinary plywood,4'x8',0.75,19.05,731.67
2004,VI (Western Visayas),marine plywood,4'x8',0.125,3.175,-
2004,VI (Western Visayas),marine plywood,4'x8',0.1875,4.7625,-
2004,VI (Western Visayas),marine plywood,4'x8',0.25,6.35,324.57
2004,VI (Western Visayas),marine plywood,4'x8',0.5,12.7,582.83
2004,VI (Western Visayas),marine plywood,4'x8',0.75,19.05,957.16
2004,VI (Western Visayas),plyboard,4'x8',0.75,19.05,680.4
2004,VII (Central Visayas),ordinary plywood,4'x8',0.125,3.175,173.13
2004,VII (Central Visayas),ordinary plywood,4'x8',0.1875,4.7625,222.79
2004,VII (Central Visayas),ordinary plywood,4'x8',0.25,6.35,239.63
2004,VII (Central Visayas),ordinary plywood,4'x8',0.5,12.7,502.58
2004,VII (Central Visayas),ordinary plywood,4'x8',0.75,19.05,715.32
2004,VII (Central Visayas),marine plywood,4'x8',0.125,3.175,-
2004,VII (Central Visayas),marine plywood,4'x8',0.1875,4.7625,240.83
2004,VII (Central Visayas),marine plywood,4'x8',0.25,6.35,264.08
2004,VII (Central Visayas),marine plywood,4'x8',0.5,12.7,556.06
2004,VII (Central Visayas),marine plywood,4'x8',0.75,19.05,916.04
2004,VII (Central Visayas),plyboard,4'x8',0.75,19.05,582.18
2004,VIII (Eastern Visayas),ordinary plywood,4'x8',0.125,3.175,180.25
2004,VIII (Eastern Visayas),ordinary plywood,4'x8',0.1875,4.7625,248
2004,VIII (Eastern Visayas),ordinary plywood,4'x8',0.25,6.35,255.42
2004,VIII (Eastern Visayas),ordinary plywood,4'x8',0.5,12.7,533.5
2004,VIII (Eastern Visayas),ordinary plywood,4'x8',0.75,19.05,825.92
2004,VIII (Eastern Visayas),marine plywood,4'x8',0.125,3.175,180
2004,VIII (Eastern Visayas),marine plywood,4'x8',0.1875,4.7625,262.58
2004,VIII (Eastern Visayas),marine plywood,4'x8',0.25,6.35,300.17
2004,VIII (Eastern Visayas),marine plywood,4'x8',0.5,12.7,606
2004,VIII (Eastern Visayas),marine plywood,4'x8',0.75,19.05,1027.17
2004,VIII (Eastern Visayas),plyboard,4'x8',0.75,19.05,722.67
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.125,3.175,215
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.1875,4.7625,265
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.25,6.35,256
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.5,12.7,-
2004,IX (Zamboanga Peninsula),ordinary plywood,4'x8',0.75,19.05,-
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.125,3.175,-
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.1875,4.7625,286.75
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.25,6.35,291.66
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.5,12.7,663.72
2004,IX (Zamboanga Peninsula),marine plywood,4'x8',0.75,19.05,900
2004,IX (Zamboanga Peninsula),plyboard,4'x8',0.75,19.05,572
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.125,3.175,167.08
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.1875,4.7625,226.11
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.25,6.35,284.79
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.5,12.7,499.39
2004,X (Northern Mindanao),ordinary plywood,4'x8',0.75,19.05,787.88
2004,X (Northern Mindanao),marine plywood,4'x8',0.125,3.175,240
2004,X (Northern Mindanao),marine plywood,4'x8',0.1875,4.7625,256.36
2004,X (Northern Mindanao),marine plywood,4'x8',0.25,6.35,321.21
2004,X (Northern Mindanao),marine plywood,4'x8',0.5,12.7,570.31
2004,X (Northern Mindanao),marine plywood,4'x8',0.75,19.05,876.86
2004,X (Northern Mindanao),plyboard,4'x8',0.75,19.05,599.36
2004,XI (Davao Region),ordinary plywood,4'x8',0.125,3.175,210.78
2004,XI (Davao Region),ordinary plywood,4'x8',0.1875,4.7625,-
2004,XI (Davao Region),ordinary plywood,4'x8',0.25,6.35,283.5
2004,XI (Davao Region),ordinary plywood,4'x8',0.5,12.7,549.9
2004,XI (Davao Region),ordinary plywood,4'x8',0.75,19.05,-
2004,XI (Davao Region),marine plywood,4'x8',0.125,3.175,-
2004,XI (Davao Region),marine plywood,4'x8',0.1875,4.7625,-
2004,XI (Davao Region),marine plywood,4'x8',0.25,6.35,328.33
2004,XI (Davao Region),marine plywood,4'x8',0.5,12.7,613.08
2004,XI (Davao Region),marine plywood,4'x8',0.75,19.05,898.81
2004,XI (Davao Region),plyboard,4'x8',0.75,19.05,693.27
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.125,3.175,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.1875,4.7625,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.25,6.35,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.5,12.7,-
2004,XII (SOCCSKSARGEN),ordinary plywood,4'x8',0.75,19.05,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.125,3.175,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.1875,4.7625,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.25,6.35,-
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.5,12.7,557.44
2004,XII (SOCCSKSARGEN),marine plywood,4'x8',0.75,19.05,-
2004,XII (SOCCSKSARGEN),plyboard,4'x8',0.75,19.05,588.68
2004,XIII (Caraga),ordinary plywood,4'x8',0.125,3.175,193.1
2004,XIII (Caraga),ordinary plywood,4'x8',0.1875,4.7625,220
2004,XIII (Caraga),ordinary plywood,4'x8',0.25,6.35,252.5
2004,XIII (Caraga),ordinary plywood,4'x8',0.5,12.7,475
2004,XIII (Caraga),ordinary plywood,4'x8',0.75,19.05,-
2004,XIII (Caraga),marine plywood,4'x8',0.125,3.175,-
2004,XIII (Caraga),marine plywood,4'x8',0.1875,4.7625,243.5
2004,XIII (Caraga),marine plywood,4'x8',0.25,6.35,317.5
2004,XIII (Caraga),marine plywood,4'x8',0.5,12.7,-
2004,XIII (Caraga),marine plywood,4'x8',0.75,19.05,1100
2004,XIII (Caraga),plyboard,4'x8',0.75,19.05,585
