province,position,name,nickname,party_affiliation,votes_obtained
Abra,Provincial Governor,"Valera, Vicente Paredes",Vicsyd,Nationalist People's Coalition,69662
Abra,Provincial Vice-Governor,"Lo, Jaime Alvarez",Enghing,Nationalist People's Coalition,66083
Abra,Provincial Board Member,"Berona, Jonathan Sotelo",Nathan,Partido Demokratiko Sosyalista ng Pilipinas,21489
Abra,Provincial Board Member,"Valera, Victor Asuncion",Vic,Nationalist People's Coalition,18049
Abra,Provincial Board Member,"Flores, Edgardo Gonzales",Edgar,Liberal Party,17566
Abra,Provincial Board Member,"Paredes, Ruben Aliga",Ben,Lakas-Christian Muslim Democrats,17341
Abra,Provincial Board Member,"Bersamin, James Burgos",James,Nationalist People's Coalition,32866
Abra,Provincial Board Member,"Cardenas, Perfecto Bolos",Poop,Nationalist People's Coalition,26937
Abra,Provincial Board Member,"Barona, Victorino Inguatan",Vic,Partido Demokratiko Sosyalista ng Pilipinas,24694
Abra,Provincial Board Member,"Dickson, Ramon Ong",Mon,Partido Demokratiko Sosyalista ng Pilipinas,24460
Agusal Del Norte,Provincial Governor,"Amante, Erlpe John Malbas",Ping,Lakas-Christian Muslim Democrats,64198
Agusal Del Norte,Provincial Vice-Governor,"Corvera, Dale Bokingo",Del,Lakas-Christian Muslim Democrats,45856
Agusal Del Norte,Provincial Board Member,"Escasinas, Virgilio Jr. Radaza",Jun-Jun,Liberal Party,4163
Agusal Del Norte,Provincial Board Member,"Ceniza, Ernie Mori",Erns,Lakas-Christian Muslim Democrats,47932
Agusal Del Norte,Provincial Board Member,"Dagani, Rogelio Pabia",Roger,Lakas-Christian Muslim Democrats,43532
Agusal Del Norte,Provincial Board Member,"Famador, Alan MUnited Oppositionz",Alan,Lakas-Christian Muslim Democrats,43424
Agusal Del Norte,Provincial Board Member,"Atupan, Venerando Dolotina",Vener,Lakas-Christian Muslim Democrats,41547
Agusal Del Norte,Provincial Board Member,"Tomaneng, Sadeka Garcia",Deka,Lakas-Christian Muslim Democrats,40563
Agusal Del Norte,Provincial Board Member,"Gambe, Aquino Wabe",Quin,Liberal Party,39690
Agusal Del Norte,Provincial Board Member,"Libarios, Arcedel Ibay",Kidz,Liberal Party,36882
Agusal Del Norte,Provincial Board Member,"Tan, Andres Ramirez",Andring/Dring,Lakas-Christian Muslim Democrats,36817
Agusal Del Norte,Provincial Board Member,"Ago, Sunny Mahumot",Sunny Boy,Liberal Party,34454
Agusan Del Sur,Provincial Governor,"Plaza, Adolph Edward Galido",Eddie Bong,Lakas-Christian Muslim Democrats,113662
Agusan Del Sur,Provincial Vice-Governor,"Getes, Virginia Magbanua",Virgie,Lakas-Christian Muslim Democrats,93440
Agusan Del Sur,Provincial Board Member,"Campos, Aida Redillas",Aida,Lakas-Christian Muslim Democrats,46372
Agusan Del Sur,Provincial Board Member,"Bascug, Alfelito Maraon",Alfel,Lakas-Christian Muslim Democrats,46236
Agusan Del Sur,Provincial Board Member,"Cane, Santiago Jr. Barriga",Santi,Lakas-Christian Muslim Democrats,43851
Agusan Del Sur,Provincial Board Member,"Alonde, Cesar Masayon",Boy,Lakas-Christian Muslim Democrats,39873
Agusan Del Sur,Provincial Board Member,"Santiago, Allan Jala",Allan,Lakas-Christian Muslim Democrats,37851
Agusan Del Sur,Provincial Board Member,"De Asis, Jenny Diesto",Jenny,Lakas-Christian Muslim Democrats,60142
Agusan Del Sur,Provincial Board Member,"Mondejar, Salimar Torralba",Loloy,Lakas-Christian Muslim Democrats,40708
Agusan Del Sur,Provincial Board Member,"Bunilla, Jose Cadiog",Joe,Lakas-Christian Muslim Democrats,40295
Agusan Del Sur,Provincial Board Member,"Prochina, Timoteo Burdeos",Teyoy,Lakas-Christian Muslim Democrats,39113
Agusan Del Sur,Provincial Board Member,"Plaza, Glenn Mondejar",Glen,Lakas-Christian Muslim Democrats,34353
Aklan,Provincial Governor,"Marquez, Carlito Samson",Lito,Lakas-Christian Muslim Democrats,78581
Aklan,Provincial Vice-Governor,"Tolentino, Ronquillo Conanan",Kel,Lakas-Christian Muslim Democrats,75615
Aklan,Provincial Board Member,"Fuentes, Stevens Nabor",Steve,Liberal Party,43458
Aklan,Provincial Board Member,"Briones, Daisy Sucro",Daisy,Lakas-Christian Muslim Democrats,39569
Aklan,Provincial Board Member,"Morania, Plaridel Masagnay",Dodoy,Laban ng Demokratikong Pilipino,38216
Aklan,Provincial Board Member,"Regalado, Santiago Del Rosario",Sonny,Lakas-Christian Muslim Democrats,32109
Aklan,Provincial Board Member,"Venus, Eriberto Laurente",Berting,Lakas-Christian Muslim Democrats,30998
Aklan,Provincial Board Member,"Garcia, Pedro Monfort",Pete,Lakas-Christian Muslim Democrats,33405
Aklan,Provincial Board Member,"Templonuevo, Gerick Maribojo",Gerick,Liberal Party,32063
Aklan,Provincial Board Member,"Ibarreta, Selwyn Candelario",Selwyn,Liberal Party,30946
Aklan,Provincial Board Member,"Yap, Jose Sacapano",Joe,Lakas-Christian Muslim Democrats,29499
Aklan,Provincial Board Member,"Gelito, Ramon Sucgang",Andoy,Partido Demokratiko Pilipino-Lakas-Christian Muslim Democrats ng Bayan,24544
Albay,Provincial Governor,"Gonzales, Fernando Vallejo",Nando,Independent,188318
Albay,Provincial Vice-Governor,"Calisin, Jesus James Bragais",Bayan,Lakas-Christian Muslim Democrats,270977
Albay,Provincial Board Member,"Borejon, Raul Roi Bequio",Rb,Lakas-Christian Muslim Democrats,54807
Albay,Provincial Board Member,"Berces, Felipe Valderama",Philip,Puwersa ng Masang Pilipino,41234
Albay,Provincial Board Member,"Aytona, Celso Bertumen",Cel,Lakas-Christian Muslim Democrats,36412
Albay,Provincial Board Member,"Andes, Ralph Alvarado",Ralph,Lakas-Christian Muslim Democrats,55990
Albay,Provincial Board Member,"Estevez, Jose Jr. AcUnited Negros Alliance",Pepe,Independent,55678
Albay,Provincial Board Member,"Montallana, Neil LUnited Negros Alliance",Neil,Lakas-Christian Muslim Democrats,42113
Albay,Provincial Board Member,"Fernandez, Ramon Jr. Tuason",Dondon,Lakas-Christian Muslim Democrats,38645
Albay,Provincial Board Member,"Imperial, Harold Ong",Lod,Lakas-Christian Muslim Democrats,36965
Albay,Provincial Board Member,"Saribong , Jose Sayson",Bebot,Puwersa ng Masang Pilipino,36815
Albay,Provincial Board Member,"Rances, Jesus Rangasajo",Jess,Lakas-Christian Muslim Democrats,29343
Antique,Provincial Governor,"Perez, Salvacion Zaldivar",Sally,Liberal Party,95368
Antique,Provincial Vice-Governor,"Cadiao, Rhodora Javier",Dodod; Dods,Lakas-Christian Muslim Democrats,69597
Antique,Provincial Board Member,"Untaran, Silvestre Jr. Espanola",Pancho,Liberal Party,38515
Antique,Provincial Board Member,"Tubianosa, Zoilo Bernardo Espino",Dr. Bernie,Liberal Party,38357
Antique,Provincial Board Member,"Marfil, Damian Jr. Grasparil",Danny,Lakas-Christian Muslim Democrats,38035
Antique,Provincial Board Member,"Piccio, Vincent III Hernandez",Vince,Lakas-Christian Muslim Democrats,36824
Antique,Provincial Board Member,"Osunero, Julito Villanueva",Julit,Liberal Party,36588
Antique,Provincial Board Member,"Dimamay, Rosie Adayon",Rose,Lakas-Christian Muslim Democrats,36824
Antique,Provincial Board Member,"Nicopior, Burgos Berdon",Bugo,Liberal Party,35853
Antique,Provincial Board Member,"Santillan, Errol Train",Bobot,Lakas-Christian Muslim Democrats,31920
Antique,Provincial Board Member,"Zaldivar, Calixto III Gotico",Toto Cali,Laban ng Demokratikong Pilipino,31396
Antique,Provincial Board Member,"Dela Cruz, Juanita Tan",Inday Jeannie,Nationalist People's Coalition,28047
Apayao,Provincial Governor,"Bulut, Elias Sr. Kirtug",Ely,Puwersa ng Masang Pilipino,34374
Apayao,Provincial Vice-Governor,"Delwasen, Paul Alingog",-,Nationalist People's Coalition,24634
Apayao,Provincial Board Member,"Deguiom, Antonio Caddawon",Tony,Nationalist People's Coalition,10622
Apayao,Provincial Board Member,"Amid, Jaime Biyong",Jimmy,Nationalist People's Coalition,9998
Apayao,Provincial Board Member,"Agudelo, Dionisio Stewart",Diony,Nationalist People's Coalition,9479
Apayao,Provincial Board Member,"Mangalao, Tolentino Carteo",Butz,Nationalist People's Coalition,7777
Apayao,Provincial Board Member,"Pascua, Hector Reuel Dacumos",Hector,Nationalist People's Coalition,10300
Apayao,Provincial Board Member,"Galleon, Emiliano Aspili",Emil,Nationalist People's Coalition,9107
Apayao,Provincial Board Member,"Canonizado, ELapiang Manggagawaer Pascua",ELapiang Manggagawaer,Nationalist People's Coalition,8060
Apayao,Provincial Board Member,"Ballesteros, Mailah Haylee Lorenzo",Mailah/Myla,Nationalist People's Coalition,7439
Aurora,Provincial Governor,"Castillo, Bellaflor Angara",Bella,Laban ng Demokratikong Pilipino,44635
Aurora,Provincial Vice-Governor,"Tangson, Annabelle Calderon",Abel,Laban ng Demokratikong Pilipino,37871
Aurora,Provincial Board Member,"Taay, Shierwin Halili",Weng,Lakas-Christian Muslim Democrats,22321
Aurora,Provincial Board Member,"Querijero, Zenaida Sindac",Ka Zeny,Laban ng Demokratikong Pilipino,19651
Aurora,Provincial Board Member,"Mata, Benjamin Cruz",Kuya Ben,Laban ng Demokratikong Pilipino,17273
Aurora,Provincial Board Member,"Bautista, Philip Butch Molina",Butch,Lakas-Christian Muslim Democrats,16921
Aurora,Provincial Board Member,"Amansec, Narciso Dela Cruz",Nar,Lakas-Christian Muslim Democrats,15448
Aurora,Provincial Board Member,"Miran, Pablo Galolo",Tho,Lakas-Christian Muslim Democrats,11237
Aurora,Provincial Board Member,"Pascua, Renato Villena",Ato,Laban ng Demokratikong Pilipino,10900
Aurora,Provincial Board Member,"Cabauatan, Joselito Sr. Blanche",Joe,Lakas-Christian Muslim Democrats,10496
Basilan,Provincial Governor,"Wahab, Akbar Muhtamad",Tuwan,Lakas-Christian Muslim Democrats,83432
Basilan,Provincial Vice-Governor,"Sakkalahul, Al-Rasheed Ahmad MatUnited Negros Allianceng",Al,Aksyon Demokratiko,57215
Basilan,Provincial Board Member,"Fernandez, Otoh Imamil",Eddie,Lakas-Christian Muslim Democrats,24880
Basilan,Provincial Board Member,"Muarip, Moumar Lipae",Mar,Lakas-Christian Muslim Democrats,18549
Basilan,Provincial Board Member,"Alejo, Taib Abdulhamid",Max Tamban,Liberal Party,17946
Basilan,Provincial Board Member,"Jilhani, Placido Sulay",Cido,Lakas-Christian Muslim Democrats,17118
Basilan,Provincial Board Member,"Angeles, Alton T.",Alton,Lakas-Christian Muslim Democrats,28989
Basilan,Provincial Board Member,"Mujahid, AbduLapiang Manggagawauhmin Alyakanie",Ust. Mujahid,Lakas-Christian Muslim Democrats,22331
Basilan,Provincial Board Member,"Hantian, Ronie Ajijil",Mubin,Puwersa ng Masang Pilipino,20454
Basilan,Provincial Board Member,"Said, Jubaira Sali",Bhing,Lakas-Christian Muslim Democrats,19736
Bataan,Provincial Governor,"Garcia, Enrique Jr. Tuason",Tet,Lakas-Christian Muslim Democrats,145431
Bataan,Provincial Vice-Governor,"Alonzo, Benjamin Manalaotao",Ben,Partido Demokratiko Sosyalista ng Pilipinas,126590
Bataan,Provincial Board Member,"Izon, Rodolfo San Diego",Rod Izon,Nationalist People's Coalition,60085
Bataan,Provincial Board Member,"Enrile, Edwin Yandoc",Edwin,Nationalist People's Coalition,58254
Bataan,Provincial Board Member,"Roman, Edward Cruz",Papo,Nationalist People's Coalition,56902
Bataan,Provincial Board Member,"Salandanan, Rodolfo Soriano",Rod,Nationalist People's Coalition,46710
Bataan,Provincial Board Member,"Miranda, Orlando Susi",Orling,Lakas-Christian Muslim Democrats,43749
Bataan,Provincial Board Member,"Beltran, Manuel Naval",Manny,Nationalist People's Coalition,69685
Bataan,Provincial Board Member,"Calimbas, Edgardo Perez",Doc Ed,Nationalist People's Coalition,60416
Bataan,Provincial Board Member,"Manalaysay, Dante Robles",Dante,Nationalist People's Coalition,55546
Bataan,Provincial Board Member,"Austria, Fernando Cruz",Ped,Lakas-Christian Muslim Democrats,53863
Bataan,Provincial Board Member,"Florendo, Eduard Gundran",Ed Florendo,Lakas-Christian Muslim Democrats,51510
Batanes,Provincial Governor,"Gato, Vicente De Sagon",Vic,Liberal Party,4590
Batanes,Provincial Vice-Governor,"Castillejos, Constante Abad",Dante,Liberal Party,3886
Batanes,Provincial Board Member,"Elica, Ferdinand Cultura",Ferdie,Liberal Party,2608
Batanes,Provincial Board Member,"Fabi, Amada Estamo",Mading,Liberal Party,1854
Batanes,Provincial Board Member,"Hontomin, Orlando Elizondo",Lando,Liberal Party,1797
Batanes,Provincial Board Member,"Abas, Milagros Juliet Figuro",Julie,Liberal Party,2653
Batanes,Provincial Board Member,"Cielo, Romulo Cervillon",Romy,Liberal Party,2220
Batanes,Provincial Board Member,"Villa, Ignacio Castro",Nanoy,Liberal Party,2153
Batangas,Provincial Governor,"Sanchez, Armando Carpio",Arman,Liberal Party,305631
Batangas,Provincial Vice-Governor,"Recto, Richard Gonzalez",Ricky,Lakas-Christian Muslim Democrats,242580
Batangas,Provincial Board Member,"Malabanan, Consuelo Salanguit",Ellen,Lakas-Christian Muslim Democrats,89817
Batangas,Provincial Board Member,"Bausas, Benjamin Ignaco",Benjie,Laban ng Demokratikong Pilipino,60689
Batangas,Provincial Board Member,"Atienza, Sergio Godoy",Serging,Liberal Party,89158
Batangas,Provincial Board Member,"Berberabe, Godofredo Jr. Marcaida",Jun,Liberal Party,79842
Batangas,Provincial Board Member,"De Loyola, Florencio Abacan",Flor,Liberal Party,77996
Batangas,Provincial Board Member,"Balba, Rodolfo Matanguihan",Rudy,Liberal Party,81319
Batangas,Provincial Board Member,"Hernandez, Cecilio Fajardo",Cillo,Lakas-Christian Muslim Democrats,66553
Batangas,Provincial Board Member,"Leviste, Jose Antonio II Sermonia",Marc/Mark,Lakas-Christian Muslim Democrats,123748
Batangas,Provincial Board Member,"Africa, Rowena Sombrano",Wheng,Independent,114181
Batangas,Provincial Board Member,"Bolilia, Lianda Brucal",Siling Labuyo,Lakas-Christian Muslim Democrats,96593
Benguet,Provincial Governor,"Melchor, Borromeo Pinas",Bonjo,Laban ng Demokratikong Pilipino,46630
Benguet,Provincial Vice-Governor,"Pacalso, Cresencio Carino",Cencio,Nationalist People's Coalition,60425
Benguet,Provincial Board Member,"Kato, Aloysius Guirey",Aloy,Aksyon Demokratiko,18192
Benguet,Provincial Board Member,"Aritao, Fernando Marino",Nando,Nationalist People's Coalition,17748
Benguet,Provincial Board Member,"Nazarro, Juan Jr. Molintas",Coy,Nationalist People's Coalition,17293
Benguet,Provincial Board Member,"Inso, Marciano Sr Tanacio",Mars,Lakas-Christian Muslim Democrats,16087
Benguet,Provincial Board Member,"Kim, John Bacbac",Mitra,Nationalist People's Coalition,34743
Benguet,Provincial Board Member,"Camsol, Apolinario Tino",Polon,Nationalist People's Coalition,29752
Benguet,Provincial Board Member,"Agpas, Liso Leganto",Lizo,Liberal Party,29698
Benguet,Provincial Board Member,"Uy, Johnny Salasa",Johnny,Nationalist People's Coalition,27165
Benguet,Provincial Board Member,"Copas, Sario Mesa",Cesar,Liberal Party,25941
Benguet,Provincial Board Member,"Cosente, Joseph Alisto",Joe,Nationalist People's Coalition,25552
Biliran,Provincial Governor,"Espina, Rogelio Jimenez",Roger,Lakas-Christian Muslim Democrats,44528
Biliran,Provincial Vice-Governor,"Chan, Carlos Laurente",Charlie,Lakas-Christian Muslim Democrats,32158
Biliran,Provincial Board Member,"Curso, Lucila Corpin",Lucy,Lakas-Christian Muslim Democrats,17015
Biliran,Provincial Board Member,"Sabitsana, Elizar Sabinay",Ely,Lakas-Christian Muslim Democrats,16665
Biliran,Provincial Board Member,"Solite, Getolio Bernadas",Getol,Lakas-Christian Muslim Democrats,16206
Biliran,Provincial Board Member,"Kho, Ricardo Retuerto",Boboy,Lakas-Christian Muslim Democrats,15770
Biliran,Provincial Board Member,"Tubis, Eriberto Jr. Dadizon",Boboy,Lakas-Christian Muslim Democrats,14201
Biliran,Provincial Board Member,"Enage, Gina Maria Batongbacal",Gina,Independent,13501
Biliran,Provincial Board Member,"Sabornido, Rolando Ayoste",Boyet,Lakas-Christian Muslim Democrats,12210
Biliran,Provincial Board Member,"Gervacio, Orencio Talacay",Renz,Lakas-Christian Muslim Democrats,10693
Bohol,Provincial Governor,"Aumentado, Erico Boyles",Ric,Lakas-Christian Muslim Democrats,238497
Bohol,Provincial Vice-Governor,"Herrera, Julius Caesar Falar",Julius,Lakas-Christian Muslim Democrats,335694
Bohol,Provincial Board Member,"Veloso, Jose Echavia",Dodong,Lakas-Christian Muslim Democrats,90304
Bohol,Provincial Board Member,"Mascarinas, Eufrasio Mante",Prasing,Lakas-Christian Muslim Democrats,90072
Bohol,Provincial Board Member,"Uy, Felix Realista",Lex,Lakas-Christian Muslim Democrats,84240
Bohol,Provincial Board Member,"Tirol , Amalia Reyes",Mally,Lakas-Christian Muslim Democrats,73832
Bohol,Provincial Board Member,"Garcia, Felix Teofilo",Lingging,Lakas-Christian Muslim Democrats,61604
Bohol,Provincial Board Member,"Camacho-Lejos, Ma Fe Camacho",Ma. Fe,Lakas-Christian Muslim Democrats,56829
Bohol,Provincial Board Member,"Balite, Dionisio Dajalos",Dioning,Lakas-Christian Muslim Democrats,98979
Bohol,Provincial Board Member,"Lim, Concepcion Ong",Inday,Lakas-Christian Muslim Democrats,87101
Bohol,Provincial Board Member,"Galbreath, Ester Corazon Jamisola",Azon,Lakas-Christian Muslim Democrats,76048
Bohol,Provincial Board Member,"Tirol, Godofreda Olavides",Freda,Koalisyon ng Nagkakaisang Pilipino,66049
Bukidnon,Provincial Governor,"Zubiri, Jose Ma Jr. Rubin",Nonoy Joe,Lakas-Christian Muslim Democrats,333769
Bukidnon,Provincial Vice-Governor,"Calingasan, Alex Padua",Boy,Lakas-Christian Muslim Democrats,263902
Bukidnon,Provincial Board Member,"Pancrudo, Ben Pios",Boboy,Lakas-Christian Muslim Democrats,56442
Bukidnon,Provincial Board Member,"Guden, Alfredo Cotacte",Fred,Lakas-Christian Muslim Democrats,55633
Bukidnon,Provincial Board Member,"Onahon, Nickarter Sambalon",Nick,Lakas-Christian Muslim Democrats,50417
Bukidnon,Provincial Board Member,"Deticio, Roland Forcado",Bong,Lakas-Christian Muslim Democrats,79139
Bukidnon,Provincial Board Member,"Aldeguer, Victor PaLapiang Manggagawaa",Vic-Vic,Lakas-Christian Muslim Democrats,75389
Bukidnon,Provincial Board Member,"Peduche, Glenn Penaflorida",Bebot,Lakas-Christian Muslim Democrats,72865
Bukidnon,Provincial Board Member,"Pepito, Camilo Eduave",Milo,Lakas-Christian Muslim Democrats,66211
Bukidnon,Provincial Board Member,"Abaquita, Rodolfo Maasin",Rudy,Lakas-Christian Muslim Democrats,78263
Bukidnon,Provincial Board Member,"Macias, Anacleto Trumata",Clets,Lakas-Christian Muslim Democrats,66544
Bukidnon,Provincial Board Member,"Mabelin, Romeo Tan",Goming,Lakas-Christian Muslim Democrats,66403
Bulacan,Provincial Governor,"Dela Cruz, Josefina Roxas/Mendoza",Josie,Lakas-Christian Muslim Democrats,788892
Bulacan,Provincial Vice-Governor,"Plamenco, Aurelio Santos",Rely,Lakas-Christian Muslim Democrats,494464
Bulacan,Provincial Board Member,"Aniag, Pacifico Briones",Boy,Lakas-Christian Muslim Democrats,130872
Bulacan,Provincial Board Member,"Laderas, Patrocinio Francisco",Pat,Lakas-Christian Muslim Democrats,108453
Bulacan,Provincial Board Member,"Mendoza, Raul Villena",Rolly,Lakas-Christian Muslim Democrats,107962
Bulacan,Provincial Board Member,"Ramirez, Cesar Fernando",Daniel Fernando,Lakas-Christian Muslim Democrats,147099
Bulacan,Provincial Board Member,"Trinidad, Warlito Gonzales",Warlie,Lakas-Christian Muslim Democrats,99327
Bulacan,Provincial Board Member,"Sulit, Ernesto Salvador",Erning,Lakas-Christian Muslim Democrats,81127
Bulacan,Provincial Board Member,"Viudez, Enrique II Violago",Boy Asac,Lakas-Christian Muslim Democrats,77980
Bulacan,Provincial Board Member,"Delos Santos, Enrique Avena",Ike,Lakas-Christian Muslim Democrats,121567
Bulacan,Provincial Board Member,"Santos, Glenn Bonifacio",Glenn/Glen,Lakas-Christian Muslim Democrats,108844
Bulacan,Provincial Board Member,"Tamayo, Primitivo Gonzales",Boy,Lakas-Christian Muslim Democrats,95051
Cagayan,Provincial Governor,"Lara, Edgar Ramones",Ed,Nationalist People's Coalition,268813
Cagayan,Provincial Vice-Governor,"Pagulayan, Oscar Teano",Otp,Laban ng Demokratikong Pilipino,273586
Cagayan,Provincial Board Member,"Bacuyag, Jenerwin Cabaya",Erwin,Nationalist People's Coalition,54750
Cagayan,Provincial Board Member,"Agatep, Norman Aguayo",Norman,Nationalist People's Coalition,42541
Cagayan,Provincial Board Member,"Puyaoan, Wilson Omotoy",Willy,Nationalist People's Coalition,38053
Cagayan,Provincial Board Member,"Cayosa, Aldegundo Jr. Quintos",Ali,Nationalist People's Coalition,63437
Cagayan,Provincial Board Member,"Fernandez, Estrella Pangaliman",Coling,Nationalist People's Coalition,56045
Cagayan,Provincial Board Member,"Viloria, ViLapiang Manggagawaer Ventula",ViLapiang Manggagawaer,Nationalist People's Coalition,52990
Cagayan,Provincial Board Member,"Catabay-Lauigan, Mila Perpetua Anog",Mila Catabay,Nationalist People's Coalition,64377
Cagayan,Provincial Board Member,"Perez, Victor Ventura",Totoy,Lakas-Christian Muslim Democrats,54915
Cagayan,Provincial Board Member,"Calagui, Baylon Achanzar",Bob,Laban ng Demokratikong Pilipino,48573
Cagayan,Provincial Board Member,"Dayag, Estelita Ulep",Mimi,Independent,42756
Camarines Norte,Provincial Governor,"Typoco, Jesus Jr. Ong Lo",Atoy,Lakas-Christian Muslim Democrats,92129
Camarines Norte,Provincial Vice-Governor,"Tallado, Edgardo Angeles",Egay,Puwersa ng Masang Pilipino-Nationalist People's Coalition,76271
Camarines Norte,Provincial Board Member,"Herrera, Ruth Ferrer",Doktora Ruth,Lakas-Christian Muslim Democrats,42247
Camarines Norte,Provincial Board Member,"Flores, Nonito Soria",Nonie,Lakas-Christian Muslim Democrats,40418
Camarines Norte,Provincial Board Member,"Boma, Jose Guinto",Joey,Lakas-Christian Muslim Democrats,36752
Camarines Norte,Provincial Board Member,"King, Samuel Pimentel",Spk,Lakas-Christian Muslim Democrats,33362
Camarines Norte,Provincial Board Member,"Pedron, Ligaya Lo",Gaying,Koalisyon ng Nagkakaisang Pilipino,32064
Camarines Norte,Provincial Board Member,"Canlas, Arthur Michael Gabriel",Mike,Lakas-Christian Muslim Democrats,37287
Camarines Norte,Provincial Board Member,"Dasco, Edgar Enova","Egay, Ed",Lakas-Christian Muslim Democrats,36542
Camarines Norte,Provincial Board Member,"Pandi, Joeffrey Barcelona",Jef,Lakas-Christian Muslim Democrats,34603
Camarines Norte,Provincial Board Member,"Manarang, Nestor PaLapiang Manggagawaa",Cm,Lakas-Christian Muslim Democrats,28392
Camarines Norte,Provincial Board Member,"Herico, Amado Sacramento",Al,Lakas-Christian Muslim Democrats,27680
Camarines Sur,Provincial Governor,"Villafuerte, Luis Raymond Jr. Favis",Lray,Lakas-Christian Muslim Democrats,246785
Camarines Sur,Provincial Vice-Governor,"FortUnited Opposition, Salvio Balera",Sal,Lakas-Christian Muslim Democrats,204117
Camarines Sur,Provincial Board Member,"Hernandez, Romulo Ocampo",Mulo,Lakas-Christian Muslim Democrats,73331
Camarines Sur,Provincial Board Member,"Orino, Ariel Tobias",Manoy,Lakas-Christian Muslim Democrats,58131
Camarines Sur,Provincial Board Member,"Senar, Warren Andaya",Warren,Liberal Party,57453
Camarines Sur,Provincial Board Member,"Naval, Angel Garchitorena",Ange,Lakas-Christian Muslim Democrats,48462
Camarines Sur,Provincial Board Member,"Verdadero, Ernesto Gavino",Ernie,Lakas-Christian Muslim Democrats,39487
Camarines Sur,Provincial Board Member,"LlagUnited Opposition, Emmanuel Fuentebella",Awel,Nationalist People's Coalition,52671
Camarines Sur,Provincial Board Member,"Melgarejo, Ferdinand Barcillano",Mamo,Nationalist People's Coalition,40489
Camarines Sur,Provincial Board Member,"Espiritu, Alicia Panga",Alice,Lakas-Christian Muslim Democrats,61662
Camarines Sur,Provincial Board Member,"Oliva, Wilfredo Rex Cuba",Rex,Lakas-Christian Muslim Democrats,51610
Camarines Sur,Provincial Board Member,"Noble, Emmanuel Haber",Manny,Lakas-Christian Muslim Democrats,45282
Camiguin,Provincial Governor,"Romualdo, Pedro Palarca",Loloy/Ppr,Lakas-Christian Muslim Democrats,32095
Camiguin,Provincial Vice-Governor,"Lasacar, Leo Gales",L2,Lakas-Christian Muslim Democrats,24781
Camiguin,Provincial Board Member,"Dychauco, Nelson Sia",Sonny,Lakas-Christian Muslim Democrats,15353
Camiguin,Provincial Board Member,"Ederango, James Abao",Jim,Lakas-Christian Muslim Democrats,15147
Camiguin,Provincial Board Member,"Sabacajan, Argenito Cajilla",Gening,Lakas-Christian Muslim Democrats,15070
Camiguin,Provincial Board Member,"Pacuribot, Jesus Diolanto",Jess,Lakas-Christian Muslim Democrats,14543
Camiguin,Provincial Board Member,"Roxas, Jose Estrada",Joe,Lakas-Christian Muslim Democrats,10566
Camiguin,Provincial Board Member,"Borres, Zosimo Babarin",Memoy,Lakas-Christian Muslim Democrats,10028
Camiguin,Provincial Board Member,"Banaag, Periolo Torayno",George,Lakas-Christian Muslim Democrats,9865
