province,position,name,nickname,party_affiliation,votes_obtained
Quezon,Provincial Board Member,"Portes, Carlos Lontok",Kelly,Koalisyon ng Nagkakaisang Pilipino,79530
Quezon,Provincial Board Member,"Pasamba, Eladio Sardea",Eli,Lakas-Christian Muslim Democrats,71611
Quezon,Provincial Board Member,"Bico, James Rey De Castro",Vandolph,Koalisyon ng Nagkakaisang Pilipino,71572
Quezon,Provincial Board Member,"Alcala, Vicente Jaraza",Kulit,Liberal Party,69795
Quezon,Provincial Board Member,"Alvarez, Liza Rebeta",Liza,Koalisyon ng Nagkakaisang Pilipino,56141
Quezon,Provincial Board Member,"Edano, Romulo Jr. Macaraig",Rommel,Liberal Party,47557
Quezon,Provincial Board Member,"De LUnited Negros Alliance, Lourdes Cabangon",Bunso,Koalisyon ng Nagkakaisang Pilipino,47080
Quezon,Provincial Board Member,"Malite, Narciso Isipin",Arcie Armalite,Koalisyon ng Nagkakaisang Pilipino,53726
Quezon,Provincial Board Member,"Diestro, Remedios Villarama",Remy,Lakas-Christian Muslim Democrats,48215
Quezon,Provincial Board Member,"Magbuhos, Roderick Imperial",Derick,Liberal Party,47954
Quirino,Provincial Governor,"Enverga, Wilfredo Lopez",Willie,Koalisyon ng Nagkakaisang Pilipino,373399
Quirino,Provincial Vice-Governor,"Suarez, David Catarina",Jayjay,Liberal Party,297848
Quirino,Provincial Board Member,"Portes, Carlos Lontok",Kelly,Koalisyon ng Nagkakaisang Pilipino,79530
Quirino,Provincial Board Member,"Pasamba, Eladio Sardea",Eli,Lakas-Christian Muslim Democrats,71611
Quirino,Provincial Board Member,"Bico, James Rey De Castro",Vandolph,Koalisyon ng Nagkakaisang Pilipino,71572
Quirino,Provincial Board Member,"Alcala, Vicente Jaraza",Kulit,Liberal Party,69795
Quirino,Provincial Board Member,"Alvarez, Liza Rebeta",Liza,Koalisyon ng Nagkakaisang Pilipino,56141
Quirino,Provincial Board Member,"Edano, Romulo Jr. Macaraig",Rommel,Liberal Party,47557
Quirino,Provincial Board Member,"De LUnited Negros Alliance, Lourdes Cabangon",Bunso,Koalisyon ng Nagkakaisang Pilipino,47080
Quirino,Provincial Board Member,"Malite, Narciso Isipin",Arcie Armalite,Koalisyon ng Nagkakaisang Pilipino,53726
Quirino,Provincial Board Member,"Diestro, Remedios Villarama",Remy,Lakas-Christian Muslim Democrats,48215
Quirino,Provincial Board Member,"Magbuhos, Roderick Imperial",Derick,Liberal Party,47954
Rizal,Provincial Governor,"Ynares, Casimiro Jr. Martin",Ito,Puwersa ng Masang Pilipino,463320
Rizal,Provincial Vice-Governor,"Alarcon, Anthony-Jesus Solero",Jestoni Alarcon,Puwersa ng Masang Pilipino,358820
Rizal,Provincial Board Member,"Sicat, Arturo Lumba",Atoy,Puwersa ng Masang Pilipino,122385
Rizal,Provincial Board Member,"Bernardo, Genato Huera",Dr. Ato,Puwersa ng Masang Pilipino,112325
Rizal,Provincial Board Member,"Esguerra, Benjamin Jr. De Leon",Totoy,Independent,103764
Rizal,Provincial Board Member,"Reyes, Noel Ireneo Esguerra",Noel,Liberal Party,98283
Rizal,Provincial Board Member,"Palileo, Jesus Domingo",Ninong Jess,Puwersa ng Masang Pilipino,33388
Rizal,Provincial Board Member,"Rivera, Rolando PagkatipUnited Negros Alliancen",Atto,Lakas-Christian Muslim Democrats,121812
Rizal,Provincial Board Member,"Arriola, Luis Jr. Cuevas",Amang,Puwersa ng Masang Pilipino,113350
Rizal,Provincial Board Member,"Benavidez, Virgilio Cruz",Ver,Puwersa ng Masang Pilipino,105777
Rizal,Provincial Board Member,"Balajadia, Edgardo Feliciano",Ed,Puwersa ng Masang Pilipino,105347
Rizal,Provincial Board Member,"Tapales, Zacarias Leonardo",Caring,Puwersa ng Masang Pilipino,34413
Romblon,Provincial Governor,"Ylagan, Perpetuo Barredo",Totoy,Nationalist People's Coalition,45058
Romblon,Provincial Vice-Governor,"Romero, Samuel Rey",Sam,Lakas-Christian Muslim Democrats,48461
Romblon,Provincial Board Member,"Solis, Francisco Laluces",Kiko,Lakas-Christian Muslim Democrats,21018
Romblon,Provincial Board Member,"Fondevilla, Giovanni Sr Catajay",Dr. Baning,Lakas-Christian Muslim Democrats,19124
Romblon,Provincial Board Member,"Ramos, Jorge Malayo",George,Lakas-Christian Muslim Democrats,19016
Romblon,Provincial Board Member,"Moreno, Gil Llorca",Gil,Lakas-Christian Muslim Democrats,14081
Romblon,Provincial Board Member,"Fetalvero, Alicia Capa",Alice,Lakas-Christian Muslim Democrats,25749
Romblon,Provincial Board Member,"Dorado, Fred Rufon",Fred,Lakas-Christian Muslim Democrats,21763
Romblon,Provincial Board Member,"Fondevilla, Andres Festin",Andrew,Lakas-Christian Muslim Democrats,20452
Romblon,Provincial Board Member,"Irao, Benjamin Jr. Cordona",Jun,Laban ng Demokratikong Pilipino,17258
Samar- Western ,Provincial Governor,"Tan, Milagrosa Tee",Mila,Liberal Party,131761
Samar- Western ,Provincial Vice-Governor,"Redaja, Jesus Bello",Jess,Liberal Party,100155
Samar- Western ,Provincial Board Member,"Salurio, Susano Dimekiling",Sonny/Sony,Liberal Party,43778
Samar- Western ,Provincial Board Member,"Ricafort, Cesario Matudan",Totoy,Liberal Party,41369
Samar- Western ,Provincial Board Member,"Casurao, Rogelio Tarrayo",Roger,Liberal Party,39908
Samar- Western ,Provincial Board Member,"Rosales, Rosenaida Aliman",Nancy,Lakas-Christian Muslim Democrats,38065
Samar- Western ,Provincial Board Member,"Uy, Renato Petilla",Poli,Liberal Party,36435
Samar- Western ,Provincial Board Member,"Bolastig, Antonio III De Leon",Tommy,Laban ng Demokratikong Pilipino,64796
Samar- Western ,Provincial Board Member,"Arcales, Fe Tan",Fe,Laban ng Demokratikong Pilipino,49598
Samar- Western ,Provincial Board Member,"Tiopes, Minandro Quintos",Boy,Lakas-Christian Muslim Democrats,32825
Samar- Western ,Provincial Board Member,"Quijano, Arcadio Latorre",Bontoy,Independent,29240
Samar- Western ,Provincial Board Member,"De LUnited Negros Alliance, Concepcion Ramacula",Dayday,Laban ng Demokratikong Pilipino,28958
Sarangani,Provincial Governor,"Dominguez, Paul Rene Garcia",Pol,Sarangani Reconciliation and Reformation Organization,81556
Sarangani,Provincial Vice-Governor,"Chiongbian-Huang, Bridget MUnited Oppositionz",Bridget,Lakas-Christian Muslim Democrats,78613
Sarangani,Provincial Board Member,"Falgui, Rommel Tomas Manuel",Rom,Lakas-Christian Muslim Democrats,24416
Sarangani,Provincial Board Member,"Lawa, Arturo Martin",Art,Lakas-Christian Muslim Democrats,19454
Sarangani,Provincial Board Member,"Martinez, Cornelio Jr. Callueng",Bobot,Sarangani Reconciliation and Reformation Organization/Laban ng Demokratikong Pilipino,19319
Sarangani,Provincial Board Member,"Gacula, Limuel Neri",Lim,Lakas-Christian Muslim Democrats,17860
Sarangani,Provincial Board Member,"Yap, Victor James Barrera",Tata,Lakas-Christian Muslim Democrats,37113
Sarangani,Provincial Board Member,"Ruiz, Benedicto II Librea",Dingding,Lakas-Christian Muslim Democrats,28428
Sarangani,Provincial Board Member,"Alaba, Napoleon Franco",Nap,Lakas-Christian Muslim Democrats,28364
Sarangani,Provincial Board Member,"Octavio, Rolando Jr. Sionosa",Popo,Lakas-Christian Muslim Democrats,26573
Sarangani,Provincial Board Member,"Singcoy, Pyang Lucas",Pyang,Lakas-Christian Muslim Democrats,26414
Sarangani,Provincial Board Member,"Abdon, Lasad Sr. Batil",Lasad,Lakas-Christian Muslim Democrats,25207
Siquijor,Provincial Governor,"Fua, Orlando Sr Bongcawel",Orlan,Lakas-Christian Muslim Democrats,23554
Siquijor,Provincial Vice-Governor,"Ganhinhin, Carl Mark Albon",Carl,Laban ng Demokratikong Pilipino,20938
Siquijor,Provincial Board Member,"Duhaylungsod, Adam Samson",Atty. Adams,Nationalist People's Coalition,11527
Siquijor,Provincial Board Member,"Cortes, Andre Jesu Espinosa",Dodong Ann,Lakas-Christian Muslim Democrats,10490
Siquijor,Provincial Board Member,"Olpoc, Cyrus Selim",Aying,Partido Demokratiko Sosyalista ng Pilipinas,10487
Siquijor,Provincial Board Member,"Gom-Os, Emely Buntag",Emy,Lakas-Christian Muslim Democrats,9805
Siquijor,Provincial Board Member,"Jumawan, Galileo Lee Bongcawel",Gali,Lakas-Christian Muslim Democrats,11870
Siquijor,Provincial Board Member,"Acain, Leonardo Balongag",Boy,Lakas-Christian Muslim Democrats,9704
Siquijor,Provincial Board Member,"Bonachita, Leonido Ancis",Dodo,Lakas-Christian Muslim Democrats,9136
Siquijor,Provincial Board Member,"Calibo, Freddie Duhaylungsod",Boy,Laban ng Demokratikong Pilipino,8197
Sorsogon,Provincial Governor,"Lee, Raul Rodrigueza",Raul,Lakas-Christian Muslim Democrats,126856
Sorsogon,Provincial Vice-Governor,"Escudero, Antonio Hatoc",Kruni,Nationalist People's Coalition,97595
Sorsogon,Provincial Board Member,"Aquino, Rebecca De Leon",Becky,Lakas-Christian Muslim Democrats,47607
Sorsogon,Provincial Board Member,"Diaz, Rosario Dolot",Cherry,Lakas-Christian Muslim Democrats,38921
Sorsogon,Provincial Board Member,"Ravanilla, Francisco Lasala",Butch,Nationalist People's Coalition,37339
Sorsogon,Provincial Board Member,"Perete, Arnulfo Lorayes",Arnol,Independent,36813
Sorsogon,Provincial Board Member,"Relativo, Everesto Laurio",Ever,Lakas-Christian Muslim Democrats,33856
Sorsogon,Provincial Board Member,"Dellomas, Joy Lipata",Jdf,Lakas-Christian Muslim Democrats,54935
Sorsogon,Provincial Board Member,"Lelis, Jocelyn Yap",Gaga,Lakas-Christian Muslim Democrats,50102
Sorsogon,Provincial Board Member,"Glipo, Arze Gutay",Arze,Nationalist People's Coalition,41093
Sorsogon,Provincial Board Member,"Hao, Bernard Herrera",Bong,Lakas-Christian Muslim Democrats,31107
Sorsogon,Provincial Board Member,"Gotladera, Olaf Saide",Olap,Puwersa ng Masang Pilipino,27288
South Cotabato,Provincial Governor,"Fuentes, Daisy Avance",Inday Daisy,Nationalist People's Coalition,145984
South Cotabato,Provincial Vice-Governor,"Ogena, Eliordo Usero",Bebot,Nationalist People's Coalition,135361
South Cotabato,Provincial Board Member,"Falcon, Jose Rodriquez",Joe,Nationalist People's Coalition,38295
South Cotabato,Provincial Board Member,"Tubo, Clemente Cahilsot",Eti,Nationalist People's Coalition,31400
South Cotabato,Provincial Board Member,"Madanguit, Jose Maniwang",Joe/Fr. Joe,Nationalist People's Coalition,29615
South Cotabato,Provincial Board Member,"Diel, Cecile Esmalla",Inday,Nationalist People's Coalition,98338
South Cotabato,Provincial Board Member,"Bona, Franklin Dela Cruz",Frank,Nationalist People's Coalition,96836
South Cotabato,Provincial Board Member,"Tolosa, ELapiang Manggagawao Banez",Doctor ELapiang Manggagawao,Nationalist People's Coalition,90897
South Cotabato,Provincial Board Member,"Jumilla, Rene Billones",Bongbong,Nationalist People's Coalition,79708
South Cotabato,Provincial Board Member,"Dar, Dardanilo Nono",Danny/Dan,Nationalist People's Coalition,75926
South Cotabato,Provincial Board Member,"Damandaman, Antonio Frias",Tony,Nationalist People's Coalition,75213
South Cotabato,Provincial Board Member,"Olivares, Romar Abad",Bombo Romar,Nationalist People's Coalition,74040
Southern Leyte,Provincial Governor,"Lerias, Rosette Yneguez",Rosette,Nationalist People's Coalition,107596
Southern Leyte,Provincial Vice-Governor,"Maamo, Miguel II Cagasan",Mike,Nationalist People's Coalition,89684
Southern Leyte,Provincial Board Member,"Tomol, Eva Lunzaga",-,Nationalist People's Coalition,47203
Southern Leyte,Provincial Board Member,"Escano, Agustin Jr. Rusca",Nene,Lakas-Christian Muslim Democrats,41208
Southern Leyte,Provincial Board Member,"Bascug, Arturo Serdan",Arthur,Nationalist People's Coalition,40430
Southern Leyte,Provincial Board Member,"Rey, Ceasar Balbas",Cesar,Nationalist People's Coalition,39696
Southern Leyte,Provincial Board Member,"Calva, Jason Cotanda",Jayson,Nationalist People's Coalition,35329
Southern Leyte,Provincial Board Member,"Tan, Orlando Kuizon",Lando,Lakas-Christian Muslim Democrats,34931
Southern Leyte,Provincial Board Member,"Fernandez, Florentino Jr. Singson",Junbie,Puwersa ng Masang Pilipino,28991
Southern Leyte,Provincial Board Member,"Yap, Amalia Macabata",Amy,Puwersa ng Masang Pilipino,26620
Sultan Kudarat,Provincial Governor,"Mangudadatu, Pax Sandigan",Pakung,Lakas-Christian Muslim Democrats,119255
Sultan Kudarat,Provincial Vice-Governor,"Ligo, Donato Armada",Don,Lakas-Christian Muslim Democrats,83581
Sultan Kudarat,Provincial Board Member,"Velasco, Eilen May Apostol",May,Lakas-Christian Muslim Democrats,62249
Sultan Kudarat,Provincial Board Member,"Garcia, Benigno Natividad",Ben,Lakas-Christian Muslim Democrats,50044
Sultan Kudarat,Provincial Board Member,"Dela Cerna, Leonidas Labanero",Nidz,Nationalist People's Coalition,46689
Sultan Kudarat,Provincial Board Member,"Pagatpatan, Generoso Castillo",Ganie Aining,Lakas-Christian Muslim Democrats,45305
Sultan Kudarat,Provincial Board Member,"Enitorio, Bonifacio Crispino",Boning,Lakas-Christian Muslim Democrats,44359
Sultan Kudarat,Provincial Board Member,"Garcia , Rolando Panes",Rolly,Nationalist People's Coalition,40643
Sultan Kudarat,Provincial Board Member,"Karon, Datusalem Amerol",Dats,Lakas-Christian Muslim Democrats,35047
Sultan Kudarat,Provincial Board Member,"Castro, Eliseo Fabianes",Ely,Lakas-Christian Muslim Democrats,34932
Sultan Kudarat,Provincial Board Member,"Posadas, Cornelio Batilo",Coni,Lakas-Christian Muslim Democrats,34594
Sultan Kudarat,Provincial Board Member,"Latog, Nonie Lucero",Nonie,Nationalist People's Coalition,32227
Sulu,Provincial Governor,"Loong, Benjamin Tupay",Ben,Lakas-Christian Muslim Democrats,46921
Sulu,Provincial Vice-Governor,"Sahidalla, Nur-Ana Indanan",Lady Ann,Lakas-Christian Muslim Democrats,52259
Sulu,Provincial Board Member,"Salim, Den-Rasher Ibrahim",Den,Lakas-Christian Muslim Democrats,24355
Sulu,Provincial Board Member,"Tulawie, Nivocadnizar Talib",Nizar,Puwersa ng Masang Pilipino,22574
Sulu,Provincial Board Member,"Loong, Al-Khadar Tahil",Kadang,Lakas-Christian Muslim Democrats,20660
Sulu,Provincial Board Member,"Hassan, Nijar Iskandar",Nidz,Partido Demokratiko Sosyalista ng Pilipinas,20598
Sulu,Provincial Board Member,"Estino, Abdulkadil Sahibil",Kadil,Lakas-Christian Muslim Democrats,20388
Sulu,Provincial Board Member,"Ammad, Hj Onnih Talib",Onnih,Lakas-Christian Muslim Democrats,18751
Sulu,Provincial Board Member,"Buclao, Hector Muhiddin",Thor,Lakas-Christian Muslim Democrats,16356
Sulu,Provincial Board Member,"Abdurajak, Renden Hassan",Den,Lakas-Christian Muslim Democrats,13230
Surigao Del Norte,Provincial Governor,"Barbers, Robert Lyndon Smith",Lyndon,Lakas-Christian Muslim Democrats,118101
Surigao Del Norte,Provincial Vice-Governor,"Navarro, Rodolfo G.",Ompong,Lakas-Christian Muslim Democrats,117503
Surigao Del Norte,Provincial Board Member,"Ecleo, Allan I Buray",Allan,Lakas-Christian Muslim Democrats,38477
Surigao Del Norte,Provincial Board Member,"Gopico, Norman Esparrago",Norman,Lakas-Christian Muslim Democrats,36622
Surigao Del Norte,Provincial Board Member,"Dela Merced, Elvis Arrocena",Vis,Lakas-Christian Muslim Democrats,36267
Surigao Del Norte,Provincial Board Member,"Alabat, Jose Jr. Gede",Dodong,Lakas-Christian Muslim Democrats,36035
Surigao Del Norte,Provincial Board Member,"Lagroma, Merlinda Dalisay",Merly,Lakas-Christian Muslim Democrats,36009
Surigao Del Norte,Provincial Board Member,"Orquina, Leo Philip Francia",Leo/Le,Lakas-Christian Muslim Democrats,55640
Surigao Del Norte,Provincial Board Member,"Bernal, Victor Flores",Totoy,Lakas-Christian Muslim Democrats,52273
Surigao Del Norte,Provincial Board Member,"Catre, Noel Plaza",Boy,Lakas-Christian Muslim Democrats,49089
Surigao Del Norte,Provincial Board Member,"Edera, Isabelita Monta",Nene,Lakas-Christian Muslim Democrats,46372
Surigao Del Norte,Provincial Board Member,"Madelo, Rohito Calamba",Rets,Lakas-Christian Muslim Democrats,44995
Surigao Del Sur,Provincial Governor,"Pimentel, Vicente Jr. Ty",Bb,Lakas-Christian Muslim Democrats,140706
Surigao Del Sur,Provincial Vice-Governor,"Navarro, Librado Cubil",Lib/Libby,Lakas-Christian Muslim Democrats,127302
Surigao Del Sur,Provincial Board Member,"Cuartero, Lolito Jr. Goyongco",Bodoy,Lakas-Christian Muslim Democrats,57630
Surigao Del Sur,Provincial Board Member,"Donasco, Teresita PaLapiang Manggagawaa",Tita,Lakas-Christian Muslim Democrats,56682
Surigao Del Sur,Provincial Board Member,"Arreza, Leodegario Ravelo",Leody,Lakas-Christian Muslim Democrats,50499
Surigao Del Sur,Provincial Board Member,"Rivas, Efren Jr. Esquida",Father,Lakas-Christian Muslim Democrats,47978
Surigao Del Sur,Provincial Board Member,"Montesclaros, Valerio Jr. Ty",Lery,Lakas-Christian Muslim Democrats,43659
Surigao Del Sur,Provincial Board Member,"Alvizo, Remedios Rosario",Remy,Nationalist People's Coalition,37746
Surigao Del Sur,Provincial Board Member,"Merida, Orlando AzcUnited Negros Alliance",Lando,Nationalist People's Coalition,35716
Surigao Del Sur,Provincial Board Member,"Viola, Candelario Jr. Jabagat",Bacuing,Nationalist People's Coalition,35308
Surigao Del Sur,Provincial Board Member,"Viduya, Rafael Masancay",Raffy,Lakas-Christian Muslim Democrats,27714
Surigao Del Sur,Provincial Board Member,"Velez, Napoleon Languing",Nap,Nationalist People's Coalition-Lakas-Christian Muslim Democrats,27643
Tarlac,Provincial Governor,"Yap, Jose Villa Agustin",Aping,Nationalist People's Coalition,309628
Tarlac,Provincial Vice-Governor,"Aganon, Marcelino Jr. Guiang",Bogs,Nationalist People's Coalition,215972
Tarlac,Provincial Board Member,"Pacada, Pearl Angeli Erguiza",Pearl,Nationalist People's Coalition,80182
Tarlac,Provincial Board Member,"David, Rommel Cruz",Rommel,Nationalist People's Coalition,56055
Tarlac,Provincial Board Member,"Rosete, Pablito Lapitan",Lito,Nationalist People's Coalition- SAMA SAMA TARLAC,54514
Tarlac,Provincial Board Member,"De Leon, Amado Santos",Mading,Nationalist People's Coalition-SST,65267
Tarlac,Provincial Board Member,"Aganon, Tyrone Homillano",Tyrone,Nationalist People's Coalition-SST,57992
Tarlac,Provincial Board Member,"Nisce, Nicholo Paras",Nikko,Nationalist People's Coalition-SST,54137
Tarlac,Provincial Board Member,"Go, Amado King",Amado,Nationalist People's Coalition-SST,43560
Tarlac,Provincial Board Member,"Pineda, Rolando Rodriguez",Rolly,Nationalist People's Coalition,44822
Tarlac,Provincial Board Member,"David, Danilo Dizon",Dan,Lakas-Christian Muslim Democrats,42281
Tarlac,Provincial Board Member,"David, Carlito Santos",Casada,Nationalist People's Coalition-SST,41955
Tawi-Tawi,Provincial Governor,"Sahali, Sadikul Adalla",Dick,Puwersa ng Masang Pilipino,40492
Tawi-Tawi,Provincial Vice-Governor,"Usman, Jilkasi Joe",Titing,Puwersa ng Masang Pilipino,34010
Tawi-Tawi,Provincial Board Member,"Samsuya, Renil Madjilon",Ren,Independent,11858
Tawi-Tawi,Provincial Board Member,"Tamburani, Al-Hamar Mohammad",Hamar,Lakas-Christian Muslim Democrats,11353
Tawi-Tawi,Provincial Board Member,"Ajihil, Myrna Chiong",Mheng/Myr,Lakas-Christian Muslim Democrats,8508
Tawi-Tawi,Provincial Board Member,"Camlian, Ar-Asrima Asri",Beng,Lakas-Christian Muslim Democrats,8375
Tawi-Tawi,Provincial Board Member,"Matolo, Kadir Jalas",Kads,Lakas-Christian Muslim Democrats,11557
Tawi-Tawi,Provincial Board Member,"Mangona, Dhes Antanani",Dhes,Independent,8809
Tawi-Tawi,Provincial Board Member,"Wait, Centi N.",Cen,Lakas-Christian Muslim Democrats,8805
Tawi-Tawi,Provincial Board Member,"Lipae, Algarad Owah",Garad,Puwersa ng Masang Pilipino,8213
Zambales,Provincial Governor,"Magsaysay, Vicente Pulido",Govic,Lakas-Christian Muslim Democrats,107439
Zambales,Provincial Vice-Governor,"Lacbain, Ramon II Groesbeck",Mon,Koalisyon ng Nagkakaisang Pilipino/Laban ng Demokratikong Pilipino,77009
Zambales,Provincial Board Member,"Khonghun, Jefferson Ferrer",Jay,Puwersa ng Masang Pilipino,31057
Zambales,Provincial Board Member,"Felarca, Wilfredo Viloria",Fred,Lakas-Christian Muslim Democrats,20610
Zambales,Provincial Board Member,"Gutierrez, Jose Sr De Jesus",Peping,Lakas-Christian Muslim Democrats,20394
Zambales,Provincial Board Member,"Collado, Renato Hebron",Atong,Puwersa ng Masang Pilipino,48963
Zambales,Provincial Board Member,"Deloso, Jury Elamparo",Jury,Lakas-Christian Muslim Democrats,47763
Zambales,Provincial Board Member,"Ablola, Samuel Domil",Sam,Lakas-Christian Muslim Democrats,47455
Zambales,Provincial Board Member,"Abasta, Sancho Jr. Agostosa",Jun,Lakas-Christian Muslim Democrats,44717
Zambales,Provincial Board Member,"Paradeza, Erodito Ancheta",Rody,Lakas-Christian Muslim Democrats,38698
Zambales,Provincial Board Member,"Tarongoy, Reynaldo Cabana",Rey,Independent,38340
Zambales,Provincial Board Member,"Edquilang, Rufo Elayda",Roding,Independent,37374
Zamboanga Del Norte,Provincial Governor,"Yebes, Rolando Enriquez",Lando,Partido Demokratiko Sosyalista ng Pilipinas,173091
Zamboanga Del Norte,Provincial Vice-Governor,"Olvis, Francis Hamoy",Bebie,Partido Demokratiko Sosyalista ng Pilipinas,148147
Zamboanga Del Norte,Provincial Board Member,"Hamoy, Beda Bonga Gallemit",Bong,Partido Demokratiko Sosyalista ng Pilipinas,45356
Zamboanga Del Norte,Provincial Board Member,"Dulang, Florentino Medalla",-,Puwersa ng Masang Pilipino,45116
Zamboanga Del Norte,Provincial Board Member,"Zamoras, Edionar Mejorda",Loloy,Puwersa ng Masang Pilipino,54204
Zamboanga Del Norte,Provincial Board Member,"Mejorada, Uldarico Bagnol",Ric,Partido Demokratiko Sosyalista ng Pilipinas,47134
Zamboanga Del Norte,Provincial Board Member,"Baguio, Edgar Jaictin",Gar,Lakas-Christian Muslim Democrats,41720
Zamboanga Del Norte,Provincial Board Member,"Adriatico, Cedric Lacaya",Adre,Partido Demokratiko Sosyalista ng Pilipinas,40478
Zamboanga Del Norte,Provincial Board Member,"Ajero, Joseph Brendo Canama",Jojo,Puwersa ng Masang Pilipino,56713
Zamboanga Del Norte,Provincial Board Member,"Edding, Norbideiri Bederi",Bong,Puwersa ng Masang Pilipino,54194
Zamboanga Del Norte,Provincial Board Member,"Darunday, Anecito Suico",Citoy,Puwersa ng Masang Pilipino,50841
Zamboanga Del Norte,Provincial Board Member,"Bolando , Felixberto Carillo",Dodong,Lakas-Christian Muslim Democrats,48112
Zamboanga Del Sur,Provincial Governor,"Cerilles, Aurora Enerio",Auring,Nationalist People's Coalition,169188
Zamboanga Del Sur,Provincial Vice-Governor,"Ariosa, Roseller Largo",Roy,Nationalist People's Coalition,171197
Zamboanga Del Sur,Provincial Board Member,"Marasigan, Ma Dinah Bama",Dinah,Lakas-Christian Muslim Democrats,89239
Zamboanga Del Sur,Provincial Board Member,"Fucoy, Flaviano Jr. Rodriguez",Nonong,Lakas-Christian Muslim Democrats,69971
Zamboanga Del Sur,Provincial Board Member,"Cipriano, Ma Theresita Real",Tetet Real,Lakas-Christian Muslim Democrats,68915
Zamboanga Del Sur,Provincial Board Member,"Mondarte, Ernesto Amor",Erning,Lakas-Christian Muslim Democrats,63528
Zamboanga Sibugay,Provincial Board Member,"Fernandez, Baldomero",Baleleng,Nationalist People's Coalition,62601
Zamboanga Sibugay,Provincial Board Member,"Regala, Juan Casauay",John,Nationalist People's Coalition,74468
Zamboanga Sibugay,Provincial Board Member,"Vidad, Basilio Amoc",Eking,Nationalist People's Coalition,67995
Zamboanga Sibugay,Provincial Board Member,"Funtanilla, Felicidad Bejar",Baby,Nationalist People's Coalition,66274
Zamboanga Sibugay,Provincial Board Member,"Sulong , Daylinda Perez",Daylin,Nationalist People's Coalition,61436
Zamboanga Sibugay,Provincial Board Member,"Sumalinog, Eriberto Aballe",Ribe,Nationalist People's Coalition,51041
Zamboanga Sibugay,Provincial Governor,"Hofer, Jeorge Tocao",Gth,Laban ng Demokratikong Pilipino,68106
Zamboanga Sibugay,Provincial Vice-Governor,"Cabarios, Eric Aguinaldo",Roderic,Lakas-Christian Muslim Democrats,61652
Zamboanga Sibugay,Provincial Board Member,"Javier, Ma Bella Chiong",Bella,Lakas-Christian Muslim Democrats,43365
Zamboanga Sibugay,Provincial Board Member,"Alibutdan, Eldwin Mangubat",Win,Puwersa ng Masang Pilipino,43162
Zamboanga Sibugay,Provincial Board Member,"Rambuyong, Richard Baughan",Rambo,Puwersa ng Masang Pilipino,37760
Zamboanga Sibugay,Provincial Board Member,"Castillo, George Calva",Geo,Lakas-Christian Muslim Democrats,31285
Zamboanga Sibugay,Provincial Board Member,"CatalUnited Negros Alliance, Felizardo Jr. Villalobos",Tikboy,Lakas-Christian Muslim Democrats,25660
Zamboanga Sibugay,Provincial Board Member,"Castor, Lycel Bringuel",Tata,Puwersa ng Masang Pilipino,33041
Zamboanga Sibugay,Provincial Board Member,"Jore, Cresencio Silim",Cres,Lakas-Christian Muslim Democrats,26690
Zamboanga Sibugay,Provincial Board Member,"Yambao, Jonathan Cabilao",Boyet,Lakas-Christian Muslim Democrats,24878
Zamboanga Sibugay,Provincial Board Member,"Gonzales, Juanito Boralo",Igsoon,Puwersa ng Masang Pilipino,24073
Zamboanga Sibugay,Provincial Board Member,"Capotulan, Lalaine Tinguha",Lyn,Lakas-Christian Muslim Democrats,23953
